GrLivArea,OverallQual,GarageCars,TotalBsmtSF,FullBath,SalePrice
1489,6,2.0,1489.0,2,185750
2090,7,2.0,1107.0,2,200000
2067,7,2.0,752.0,2,206000
1395,6,2.0,723.0,1,162000
2640,6,2.0,932.0,2,256900
1724,6,2.0,1680.0,1,197900
1336,5,2.0,1288.0,2,163000
1216,6,1.0,1216.0,1,113000
2288,7,2.0,908.0,1,230000
1334,6,2.0,1350.0,2,167900
1680,7,2.0,1650.0,2,213250
1665,8,2.0,810.0,2,227000
864,5,1.0,864.0,1,130000
1568,5,2.0,1568.0,1,143000
925,5,1.0,925.0,1,117500
2061,7,2.0,1165.0,2,168500
1320,6,2.0,1232.0,2,172500
1342,6,2.0,1372.0,2,161500
894,4,2.0,894.0,1,141500
864,5,1.0,864.0,1,118000
864,6,1.0,864.0,1,127500
1362,4,3.0,1040.0,1,140000
1728,5,2.0,1048.0,2,177625
1776,5,3.0,1584.0,2,110000
1516,6,2.0,1516.0,1,167000
1313,5,2.0,1313.0,1,153000
1292,5,2.0,1292.0,1,145100
1154,5,2.0,1154.0,1,154000
2140,5,2.0,744.0,2,177500
1445,6,2.0,1127.0,1,158000
1041,5,1.0,1041.0,1,124500
1576,6,2.0,1208.0,1,174500
960,5,1.0,960.0,1,122000
708,4,0.0,420.0,1,82500
1203,5,1.0,709.0,1,110000
1505,6,2.0,1505.0,1,149500
1691,6,2.0,1680.0,1,175000
1644,6,2.0,1416.0,1,167000
1050,5,1.0,1050.0,1,128900
1668,6,1.0,856.0,1,140000
1113,5,1.0,1113.0,1,147000
1584,5,3.0,1584.0,2,124000
1453,6,2.0,1453.0,2,187500
1394,6,2.0,1394.0,1,159000
1567,6,2.0,1562.0,2,256000
1986,7,2.0,768.0,2,205000
2142,6,1.0,896.0,2,193500
1392,6,2.0,1392.0,1,110000
1738,4,1.0,715.0,2,104900
1144,5,1.0,1169.0,1,150000
1478,6,2.0,1478.0,1,156500
1329,7,2.0,1329.0,1,176000
988,6,1.0,988.0,2,149500
1632,6,1.0,1240.0,2,139000
1215,6,1.0,1215.0,1,155000
1202,5,1.0,1202.0,1,120000
1382,5,1.0,1382.0,1,153000
1200,4,1.0,1200.0,1,144000
1382,6,2.0,1362.0,1,176000
1297,5,2.0,1297.0,1,153000
1866,5,2.0,1866.0,2,135000
1062,6,1.0,1062.0,1,131000
1319,5,1.0,608.0,1,123000
1112,5,2.0,631.0,1,126000
1005,4,2.0,1005.0,1,115000
1363,5,1.0,1008.0,1,164900
793,5,1.0,793.0,1,113000
1031,5,1.0,1031.0,1,145500
1210,5,1.0,0.0,1,102900
1699,3,2.0,978.0,2,95000
1527,7,2.0,699.0,1,152500
1200,5,1.0,1200.0,1,129900
972,6,1.0,972.0,1,132000
792,3,1.0,792.0,1,99900
1656,5,1.0,660.0,2,135000
1352,5,2.0,676.0,2,149000
1039,4,1.0,405.0,1,114000
792,5,1.0,768.0,1,109500
1078,5,1.0,1054.0,1,125000
2377,4,2.0,1313.0,2,142900
1690,7,2.0,560.0,2,156500
599,2,0.0,416.0,1,59000
1374,4,1.0,840.0,1,105000
846,5,2.0,720.0,1,106000
725,3,1.0,630.0,1,78500
2544,6,3.0,1248.0,2,190000
1380,6,1.0,1380.0,1,154000
1040,6,2.0,1040.0,1,163000
2634,5,4.0,1248.0,2,200000
951,6,2.0,951.0,1,143500
1105,6,1.0,1105.0,1,135000
1306,5,1.0,992.0,1,153000
1478,6,2.0,1478.0,2,157500
1142,6,1.0,160.0,1,113500
1268,5,1.0,832.0,1,133000
1040,3,2.0,0.0,2,92900
1133,6,2.0,795.0,1,128500
1040,4,2.0,0.0,2,90000
1904,5,1.0,1208.0,1,138000
1041,5,1.0,1041.0,1,128000
1339,5,1.0,1029.0,1,139000
732,5,1.0,732.0,1,118900
1183,5,1.0,528.0,1,138000
1148,5,1.0,1148.0,1,132500
1461,4,1.0,832.0,2,133500
1495,6,2.0,864.0,1,135000
1806,6,2.0,780.0,1,144750
941,5,2.0,941.0,1,145000
1045,6,1.0,1045.0,1,127000
894,5,1.0,894.0,1,109500
1224,6,1.0,818.0,1,115000
1230,5,2.0,440.0,1,110000
1378,6,1.0,901.0,1,128900
1944,6,2.0,972.0,2,103500
1131,5,1.0,676.0,1,66500
1306,5,2.0,240.0,1,130000
1464,5,0.0,504.0,2,129000
1558,5,2.0,690.0,1,150000
2372,5,1.0,994.0,2,107500
1701,4,0.0,600.0,2,94550
1960,5,2.0,960.0,2,124500
1389,7,1.0,651.0,1,135000
1447,5,0.0,801.0,1,103000
936,4,2.0,936.0,1,93000
1328,5,1.0,768.0,1,129500
1387,5,1.0,811.0,2,93000
861,4,2.0,861.0,1,80000
612,2,1.0,0.0,1,45000
968,3,0.0,600.0,1,37900
886,5,1.0,190.0,1,91300
792,5,1.0,624.0,1,99500
1452,4,0.0,736.0,2,113000
1510,4,2.0,677.0,2,87500
1284,5,1.0,720.0,1,110000
2138,5,2.0,849.0,2,106000
2640,7,4.0,1240.0,1,265979
2007,6,1.0,917.0,2,160000
1288,6,1.0,624.0,1,119000
1742,8,2.0,916.0,1,168000
816,4,0.0,624.0,1,58500
1482,7,2.0,650.0,1,143000
1022,5,1.0,1022.0,1,85000
1869,5,2.0,1088.0,1,124900
1480,6,1.0,972.0,1,119000
1521,6,3.0,741.0,1,146500
720,4,0.0,720.0,1,34900
797,3,0.0,245.0,1,44000
1576,5,2.0,1324.0,1,223500
1432,6,1.0,1022.0,1,149000
1548,7,2.0,952.0,2,205000
1654,5,1.0,297.0,2,137000
952,6,1.0,952.0,1,121000
1324,4,1.0,672.0,1,128000
1176,6,2.0,698.0,1,134900
1348,5,1.0,884.0,1,117000
1412,6,1.0,780.0,1,132500
1142,5,1.0,468.0,1,93000
904,6,1.0,884.0,1,119000
1301,5,2.0,1145.0,1,100000
1539,5,2.0,927.0,1,141500
1573,4,1.0,884.0,1,133000
800,2,0.0,264.0,1,60000
875,5,1.0,715.0,1,105000
995,5,1.0,960.0,1,115000
1582,5,1.0,952.0,2,150000
1072,5,5.0,1072.0,1,126500
2134,6,2.0,844.0,2,214500
2019,7,2.0,728.0,1,167500
1768,6,2.0,1048.0,2,155000
1826,7,1.0,910.0,1,155000
1944,7,1.0,672.0,2,179900
2229,6,0.0,755.0,1,104000
2128,5,0.0,1040.0,2,62500
1930,6,1.0,720.0,2,149000
1208,4,2.0,780.0,1,103000
1427,6,1.0,483.0,1,123000
1864,7,0.0,1020.0,2,97500
1666,6,1.0,1204.0,1,135000
892,4,0.0,858.0,1,70000
1403,6,1.0,698.0,1,116000
704,4,1.0,560.0,1,88750
1200,5,0.0,1200.0,3,179000
1200,5,0.0,1200.0,3,179000
1152,5,1.0,1152.0,2,159900
904,1,0.0,683.0,0,61000
1369,6,1.0,672.0,2,103600
1112,5,1.0,585.0,2,63000
1464,5,2.0,520.0,2,175000
1121,5,2.0,1121.0,1,139000
1683,6,2.0,918.0,2,172500
1052,5,1.0,1052.0,1,113500
899,5,1.0,864.0,1,130000
1034,6,2.0,456.0,1,149900
858,5,2.0,858.0,1,134900
860,5,2.0,840.0,1,137000
1092,5,1.0,1092.0,1,139000
1774,5,1.0,552.0,2,165000
1138,6,2.0,1138.0,1,148000
2071,5,1.0,825.0,1,165000
660,2,0.0,0.0,1,63900
1788,4,1.0,1104.0,1,161500
1473,5,1.0,1437.0,1,143000
1229,4,1.0,1134.0,1,135000
861,4,2.0,861.0,1,82500
1867,5,1.0,1617.0,1,190000
1733,3,2.0,0.0,2,139600
1383,4,2.0,0.0,1,122000
1689,6,2.0,1436.0,1,127500
1073,5,1.0,1073.0,1,121500
1276,5,1.0,1276.0,1,60000
1639,6,1.0,747.0,1,154400
672,4,1.0,672.0,1,113000
1089,5,1.0,1089.0,1,125000
845,4,1.0,0.0,1,84000
1049,5,1.0,1049.0,2,139500
1716,5,1.0,768.0,1,131000
1258,6,1.0,560.0,1,105000
1510,4,1.0,755.0,1,108000
1061,7,2.0,1054.0,1,162000
1338,6,2.0,520.0,1,156500
2132,8,2.0,1496.0,1,316600
2196,7,3.0,2158.0,2,271900
1775,7,2.0,740.0,2,213000
1879,7,2.0,1079.0,2,239900
2020,8,2.0,1128.0,2,239500
2016,5,2.0,0.0,1,131000
1535,5,2.0,0.0,2,118964
1224,5,2.0,1086.0,0,153337
2228,5,2.0,0.0,2,147983
1535,5,2.0,0.0,2,118858
1535,5,2.0,0.0,2,118858
2240,5,2.0,0.0,2,142953
1229,5,2.0,1094.0,0,148325
1513,5,2.0,0.0,2,113722
2787,7,4.0,1168.0,4,269500
2787,7,4.0,1168.0,4,269500
2787,7,4.0,1168.0,4,269500
1680,9,3.0,1555.0,1,323262
1718,8,3.0,1705.0,2,297000
1630,8,3.0,1622.0,2,295493
1720,9,3.0,1720.0,2,332000
1468,8,3.0,1468.0,2,239900
1768,8,2.0,866.0,2,212000
1838,8,2.0,1838.0,2,272500
1800,9,2.0,1800.0,2,239000
1604,7,2.0,1604.0,2,220000
1290,7,2.0,1282.0,2,200000
1254,8,3.0,1254.0,2,221800
1232,7,2.0,1232.0,2,194500
1498,8,3.0,1498.0,2,237000
1422,6,2.0,704.0,2,173000
1644,7,2.0,1518.0,2,275000
1759,7,2.0,1449.0,2,233500
2126,5,2.0,1013.0,2,185000
1040,5,2.0,1040.0,1,152000
990,5,1.0,990.0,1,143000
1764,6,2.0,928.0,2,231500
1661,7,2.0,799.0,2,212000
1463,7,2.0,1463.0,2,207000
1097,5,2.0,1097.0,1,145000
990,5,2.0,990.0,1,138000
1779,7,2.0,866.0,2,197900
1501,7,2.0,1490.0,2,204000
1431,7,2.0,1431.0,2,192000
1772,6,2.0,928.0,2,200000
1660,7,2.0,831.0,2,195000
1573,7,2.0,1573.0,2,227000
1840,7,2.0,944.0,2,230000
1430,7,2.0,1413.0,2,187100
1444,7,2.0,1431.0,2,203000
1492,7,2.0,1492.0,2,201000
1040,5,0.0,1040.0,2,124000
907,5,1.0,907.0,1,140000
914,5,2.0,914.0,1,134900
1040,5,2.0,1040.0,2,150500
864,5,1.0,864.0,1,136500
1268,5,1.0,1268.0,1,143500
864,5,1.0,864.0,1,133500
894,5,2.0,894.0,1,123000
768,5,1.0,768.0,1,133900
768,5,2.0,768.0,1,133000
1611,7,3.0,1569.0,2,250000
2184,8,2.0,1068.0,2,254750
1788,8,2.0,1753.0,2,236500
1872,8,2.0,1299.0,2,261500
2153,9,3.0,1440.0,2,313000
1725,7,2.0,840.0,2,198500
1870,7,2.0,944.0,2,211000
1513,8,2.0,1462.0,2,220000
1504,7,2.0,1504.0,2,203000
1828,8,2.0,1822.0,2,279500
1417,7,2.0,1417.0,2,210000
2034,7,2.0,1057.0,2,219500
1716,7,2.0,880.0,2,191000
1212,7,2.0,1212.0,2,178000
1630,7,2.0,1630.0,2,213000
848,6,2.0,848.0,1,144000
848,6,2.0,848.0,1,140000
1602,8,3.0,1578.0,2,293200
1728,7,2.0,864.0,2,190000
1500,7,2.0,1500.0,2,190000
1476,6,2.0,738.0,2,173500
1396,6,2.0,608.0,2,170000
1126,4,2.0,0.0,2,108000
1486,5,2.0,1486.0,1,167000
816,4,1.0,816.0,1,100000
1922,7,2.0,0.0,3,198500
1426,6,2.0,690.0,1,159500
1149,4,1.0,1014.0,1,127000
1125,6,1.0,1041.0,1,125000
1698,9,3.0,1698.0,2,320000
1072,6,2.0,547.0,1,145500
698,5,0.0,698.0,1,118000
876,4,1.0,876.0,1,85000
1368,5,1.0,1078.0,1,120000
1529,4,1.0,0.0,2,98000
864,5,0.0,864.0,1,99900
944,3,2.0,0.0,1,82000
1678,5,0.0,1678.0,2,119900
1560,5,1.0,1150.0,1,103500
960,4,1.0,672.0,1,112000
1196,6,2.0,684.0,1,110000
1298,5,1.0,720.0,1,122000
1604,5,2.0,984.0,2,117000
1268,5,1.0,832.0,1,160000
1520,5,1.0,793.0,1,159434
438,2,1.0,290.0,1,60000
1489,6,1.0,778.0,2,139500
3082,7,2.0,824.0,2,197000
1242,6,1.0,583.0,1,105000
1981,4,2.0,1122.0,2,135000
1232,6,2.0,816.0,1,147500
1608,6,1.0,976.0,2,137450
1135,7,2.0,560.0,1,155000
1913,6,2.0,896.0,1,177000
1477,7,1.0,861.0,2,145000
1228,7,1.0,600.0,1,137000
2080,7,1.0,1276.0,1,234000
1567,5,2.0,840.0,1,205000
1494,6,1.0,771.0,1,177500
1308,5,1.0,728.0,1,160000
1273,5,1.0,1273.0,1,155000
964,5,2.0,876.0,1,163500
1343,5,1.0,731.0,1,154900
2480,7,2.0,920.0,2,205000
1112,5,1.0,1112.0,1,144800
1564,7,1.0,704.0,1,174500
1561,6,2.0,1561.0,2,193000
1523,5,1.0,1067.0,2,158000
1152,6,1.0,1092.0,1,158500
1906,6,2.0,1310.0,1,224000
1032,6,2.0,516.0,1,115000
1229,6,2.0,561.0,1,137000
1229,6,2.0,561.0,1,121000
1229,6,2.0,561.0,1,124000
1982,6,2.0,572.0,2,208000
2365,7,2.0,1803.0,2,315000
1680,6,2.0,880.0,2,222000
1344,5,1.0,672.0,1,147000
2168,5,2.0,760.0,2,123000
1192,5,1.0,596.0,1,78000
1526,3,0.0,1013.0,1,85000
572,4,1.0,572.0,1,75000
1648,8,2.0,1596.0,2,230000
810,2,1.0,0.0,1,57625
2052,8,3.0,1107.0,2,251000
2149,7,2.0,1434.0,1,239686
1710,7,2.0,1710.0,2,240000
1961,6,2.0,804.0,2,215000
926,6,1.0,902.0,1,156450
1287,6,2.0,957.0,1,173000
1734,5,2.0,0.0,2,126000
1217,7,2.0,1188.0,2,173000
1595,5,2.0,1582.0,2,152000
1344,6,2.0,819.0,1,137500
2036,7,2.0,2136.0,2,375000
1620,9,3.0,1620.0,2,315500
1692,7,2.0,846.0,2,224500
2036,9,3.0,2190.0,2,410000
1641,9,3.0,1641.0,2,316500
1466,8,3.0,1466.0,2,201000
1412,6,2.0,1392.0,2,175000
2237,6,2.0,712.0,2,204000
1479,7,2.0,1645.0,2,213500
1296,8,2.0,1267.0,2,220000
2014,7,2.0,912.0,2,170000
1838,9,3.0,1838.0,2,315000
1978,9,3.0,1978.0,2,425000
1008,5,1.0,1008.0,1,139500
1771,5,2.0,0.0,1,115000
1204,6,2.0,1204.0,2,162000
1224,6,2.0,1224.0,2,165000
988,4,1.0,462.0,1,91000
874,5,1.0,864.0,1,130000
630,4,1.0,630.0,1,86000
1404,5,2.0,1188.0,2,160000
630,4,1.0,630.0,1,80000
1344,4,0.0,546.0,1,97000
1092,4,1.0,546.0,1,88000
796,5,1.0,796.0,1,131900
1091,6,1.0,384.0,1,131250
1110,5,2.0,1097.0,1,165500
833,5,0.0,833.0,1,112000
883,5,2.0,828.0,1,149000
1362,5,2.0,796.0,1,143000
1287,5,2.0,624.0,1,130000
1567,6,2.0,1567.0,2,196000
1632,5,2.0,784.0,1,173000
1414,6,2.0,1184.0,1,176500
2117,6,2.0,1205.0,2,237500
2112,6,2.0,952.0,2,206900
1604,6,2.0,926.0,2,187500
1470,6,2.0,680.0,2,165000
1604,6,2.0,926.0,2,195500
1638,6,2.0,943.0,2,192000
1636,6,2.0,916.0,2,173000
1384,5,2.0,1348.0,2,177900
1446,7,2.0,729.0,2,175000
1593,8,2.0,1593.0,1,286000
1682,8,2.0,1664.0,1,247900
1337,8,2.0,1337.0,2,180000
1280,8,2.0,1280.0,2,180000
1604,6,2.0,926.0,2,181000
1633,6,2.0,932.0,2,183000
1658,6,2.0,773.0,2,188000
1895,7,2.0,712.0,2,194500
1709,6,2.0,836.0,2,185000
1228,8,2.0,1228.0,2,189000
1337,8,2.0,1337.0,2,188500
2500,8,3.0,1168.0,3,355000
2504,9,3.0,1122.0,2,325000
1884,9,3.0,1884.0,2,387000
1474,6,2.0,1632.0,1,115000
1710,9,2.0,1710.0,2,334000
1488,6,2.0,1488.0,2,133000
2093,7,2.0,791.0,2,215000
1688,7,2.0,1675.0,2,226500
1422,6,2.0,1422.0,2,175500
1260,7,2.0,1260.0,2,181900
2064,7,2.0,2048.0,2,235000
1782,7,2.0,1782.0,2,220000
2872,6,2.0,1330.0,2,272000
1211,6,2.0,1211.0,2,161000
1126,5,2.0,1126.0,2,175000
2044,7,2.0,738.0,2,185000
1308,5,2.0,720.0,1,146900
2840,7,4.0,1420.0,2,292500
1523,6,2.0,1193.0,2,180000
1444,6,2.0,1444.0,2,159900
1964,7,2.0,803.0,2,205000
1178,5,2.0,1176.0,1,157000
2340,8,3.0,1236.0,2,306000
1792,5,2.0,896.0,2,133000
1054,6,2.0,1054.0,1,151000
936,4,1.0,936.0,1,111900
864,5,2.0,864.0,1,123000
864,4,2.0,864.0,1,111250
1337,6,2.0,1405.0,2,181000
987,6,1.0,483.0,1,103400
987,6,1.0,483.0,1,100000
987,6,1.0,483.0,1,100500
987,6,1.0,483.0,1,106000
987,6,1.0,483.0,1,85400
987,6,1.0,483.0,1,89500
1302,5,1.0,630.0,2,111750
1069,6,2.0,1069.0,2,140000
1456,6,2.0,855.0,2,143000
1055,7,2.0,1055.0,2,148500
892,5,1.0,864.0,1,110000
1932,8,3.0,1932.0,2,394617
2332,10,3.0,1682.0,2,426000
2084,10,3.0,2078.0,2,385000
2713,9,3.0,1452.0,2,446261
1582,8,3.0,1582.0,2,317500
1710,8,3.0,1710.0,2,372402
2464,8,3.0,2418.0,2,417500
1950,9,3.0,1950.0,2,383000
2748,9,3.0,1850.0,2,390000
2790,10,4.0,1620.0,2,460000
2331,9,3.0,1414.0,2,379000
2088,8,3.0,948.0,2,250000
2332,8,3.0,1148.0,2,316000
2470,10,3.0,2535.0,1,615000
2668,9,3.0,1572.0,2,412500
2046,7,3.0,998.0,2,284000
1575,8,3.0,1603.0,2,284000
2649,8,3.0,1479.0,2,421250
2690,8,3.0,1765.0,2,370000
1866,9,3.0,1858.0,2,336860
1702,9,3.0,1702.0,1,367294
1367,7,2.0,1367.0,2,192000
1518,8,2.0,1518.0,1,274000
1684,9,2.0,1684.0,2,266000
1800,9,3.0,1800.0,2,370967
1342,8,2.0,1342.0,2,234250
1342,8,2.0,1342.0,2,219500
1626,7,2.0,764.0,2,155000
1626,7,2.0,764.0,2,154000
1358,7,2.0,1358.0,2,207000
1455,7,3.0,1415.0,2,195000
1576,7,3.0,1393.0,2,219990
1504,7,2.0,1346.0,2,191000
1266,7,2.0,1266.0,2,159895
1246,7,2.0,1146.0,2,187687
1515,6,2.0,789.0,2,179000
1593,6,2.0,839.0,2,193000
1166,7,2.0,856.0,2,190000
1456,6,2.0,728.0,2,176000
1720,7,2.0,840.0,2,188000
1986,7,2.0,847.0,2,213000
1358,7,2.0,1350.0,2,217300
1792,6,2.0,936.0,2,186500
1892,7,2.0,982.0,2,226750
1490,7,2.0,788.0,2,184000
1414,7,2.0,707.0,2,176000
2322,7,2.0,1037.0,2,225000
1651,7,2.0,831.0,2,185900
2199,8,2.0,1173.0,2,284500
2630,8,3.0,1470.0,2,315000
2198,8,3.0,1145.0,2,250000
2172,9,3.0,1519.0,2,291000
2006,8,3.0,1982.0,2,350000
2125,7,2.0,1064.0,2,279500
2501,8,3.0,1242.0,2,290000
2113,8,3.0,2109.0,2,350000
2418,7,3.0,1311.0,2,341000
2197,7,3.0,1080.0,2,287500
2127,7,2.0,1223.0,2,271000
1987,8,2.0,1986.0,2,301500
1580,8,3.0,1580.0,2,235128
1933,6,3.0,894.0,2,214000
1574,8,3.0,1574.0,2,232000
1578,7,3.0,1578.0,2,240000
1506,9,2.0,1498.0,2,264132
1563,8,3.0,1563.0,2,245000
1428,7,2.0,1417.0,2,227680
1861,8,3.0,1341.0,3,257000
1874,8,3.0,955.0,2,297900
1460,8,2.0,1460.0,2,247000
1372,8,2.0,1363.0,2,212700
1372,7,2.0,1372.0,2,250580
1428,7,2.0,1428.0,2,182000
1768,7,2.0,866.0,2,226700
1992,8,2.0,1053.0,2,250000
1958,7,3.0,1026.0,2,250000
2078,8,3.0,1034.0,2,339750
1665,7,2.0,813.0,2,205950
1660,8,3.0,1660.0,2,256000
1218,7,2.0,1218.0,2,230348
1728,6,2.0,864.0,2,207500
1080,7,0.0,1080.0,1,141000
1696,6,2.0,835.0,2,188000
1663,7,2.0,835.0,2,192500
1175,6,0.0,1175.0,1,146000
1114,5,2.0,1114.0,1,159000
1114,6,2.0,1114.0,1,155000
1640,6,2.0,798.0,2,173000
1162,7,2.0,1162.0,2,170000
1609,6,2.0,754.0,2,182000
1680,6,2.0,886.0,2,163000
1679,6,2.0,1408.0,2,193500
1657,7,2.0,832.0,2,189000
1677,6,2.0,827.0,2,190500
1737,7,2.0,836.0,2,175000
1294,6,2.0,1278.0,2,179200
1710,6,2.0,832.0,2,187000
1617,6,2.0,1604.0,2,193000
1199,6,2.0,1199.0,2,153900
984,5,1.0,984.0,1,128000
912,5,1.0,912.0,1,144000
864,5,1.0,864.0,1,135000
890,5,1.0,890.0,1,115000
864,5,1.0,864.0,1,119916
912,6,1.0,912.0,1,142000
1430,6,2.0,1430.0,2,192000
1641,5,2.0,1001.0,2,140000
2683,6,2.0,930.0,2,290000
2786,9,2.0,1848.0,2,372500
1391,7,2.0,1391.0,2,196000
1250,7,2.0,625.0,2,171900
1245,7,2.0,1235.0,2,178000
1200,6,2.0,600.0,2,165000
1392,7,2.0,689.0,2,146000
1392,7,2.0,689.0,2,146000
1501,7,2.0,744.0,2,179400
1549,6,2.0,744.0,2,172900
1638,9,2.0,1614.0,2,300000
